id,provinsi,klasifikasi_wilayah,jenis_kelamin,usia,pendidikan_terakhir,status_pekerjaan,status_pernikahan,jumlah_tanggungan,pendapatan_bulanan,total_pengeluaran,pengeluaran_makanan_pokok,pengeluaran_lauk_pauk,pengeluaran_sayur_buah,pengeluaran_jajan_makan_luar,pengeluaran_rokok_tembakau,pengeluaran_perumahan_listrik,pengeluaran_pakaian,pengeluaran_kesehatan,pengeluaran_pendidikan,pengeluaran_transportasi,pengeluaran_komunikasi,pengeluaran_hiburan_rekreasi,cicilan_hutang,tabungan_bulanan,rasio_tabungan_persen,skor_literasi_keuangan
68,Jawa Timur,Perkotaan,Laki-laki,17.0,Sarjana (S1),PNS/ASN,Belum Menikah,0.0,4750000.0,4028000,510000.0,463000.0,246000.0,410000.0,4000.0,522000.0,192000.0,130000.0,,335000.0,133000.0,67000.0,0.0,722000.0,15.2,48.1
30,Jawa Barat,Perdesaan,Laki-laki,24.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,1.0,2700000.0,1887000,241000.0,285000.0,134000.0,,58000.0,238000.0,67000.0,63000.0,141000.0,158000.0,70000.0,62000.0,81000.0,763000.0,28.8,47.3
977,Jawa Timur,Perdesaan,Perempuan,25.0,SD,Wiraswasta,Cerai/Janda/Duda,1.0,,1843000,272000.0,322000.0,175000.0,156000.0,24000.0,187000.0,78000.0,49000.0,,123000.0,61000.0,72000.0,291000.0,857000.0,31.8,41.6
351,Banten,Perdesaan,Perempuan,29.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,5750000.0,4765000,522000.0,651000.0,293000.0,322000.0,28000.0,797000.0,175000.0,153000.0,0.0,393000.0,214000.0,146000.0,,985000.0,17.1,66.8
1461,Jawa Barat,Perdesaan,Laki-laki,30.0,Diploma,Tidak Bekerja,Menikah,2.0,500000.0,369000,71000.0,81000.0,30000.0,54000.0,7000.0,36000.0,11000.0,,18000.0,21000.0,13000.0,4000.0,79000.0,131000.0,26.1,53.1
1652,Jawa Tengah,Perdesaan,Perempuan,31.0,Diploma,Wiraswasta,Menikah,4.0,3250000.0,2416000,260000.0,301000.0,105000.0,259000.0,51000.0,290000.0,102000.0,125000.0,82000.0,166000.0,144000.0,132000.0,0.0,834000.0,25.7,62.6
317,Jawa Barat,Perdesaan,Perempuan,32.0,SMP,,Belum Menikah,0.0,850000.0,709000,107000.0,138000.0,64000.0,63000.0,43000.0,101000.0,22000.0,28000.0,0.0,61000.0,24000.0,29000.0,0.0,141000.0,16.6,36.6
1425,Jawa Barat,Perkotaan,Laki-laki,35.0,Tidak Sekolah,Wiraswasta,Menikah,3.0,3250000.0,2311000,277000.0,308000.0,152000.0,255000.0,,286000.0,104000.0,127000.0,130000.0,155000.0,86000.0,45000.0,565000.0,939000.0,28.9,27.2
1180,Jawa Tengah,Perkotaan,Laki-laki,25.0,SMA/SMK,Wiraswasta,Menikah,0.0,4750000.0,3672000,448000.0,474000.0,270000.0,351000.0,54000.0,537000.0,161000.0,185000.0,0.0,358000.0,130000.0,161000.0,643000.0,1078000.0,22.7,79.5
1832,Jawa Barat,Perdesaan,Laki-laki,52.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,2750000.0,2331000,290000.0,430000.0,139000.0,215000.0,131000.0,248000.0,89000.0,53000.0,0.0,115000.0,84000.0,45000.0,0.0,419000.0,15.2,39.8
483,DKI Jakarta,Perdesaan,Perempuan,31.0,SMA/SMK,Wiraswasta,Menikah,2.0,7850000.0,6704000,462000.0,651000.0,228000.0,475000.0,213000.0,1444000.0,451000.0,520000.0,415000.0,,279000.0,325000.0,0.0,1146000.0,14.6,55.0
30,Jawa Barat,Perdesaan,Laki-laki,24.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,1.0,2650000.0,1887000,241000.0,285000.0,134000.0,,58000.0,238000.0,67000.0,63000.0,141000.0,158000.0,70000.0,62000.0,81000.0,763000.0,,47.3
129,DKI Jakarta,Perkotaan,Perempuan,,SD,Tidak Bekerja,Menikah,2.0,1350000.0,868000,160000.0,155000.0,79000.0,163000.0,31000.0,93000.0,21000.0,19000.0,19000.0,36000.0,18000.0,9000.0,0.0,432000.0,33.2,65.8
1874,DI Yogyakarta,Perkotaan,Perempuan,17.0,SD,Karyawan Swasta,Cerai/Janda/Duda,0.0,2500000.0,1975000,211000.0,258000.0,103000.0,189000.0,111000.0,252000.0,86000.0,62000.0,0.0,104000.0,76000.0,85000.0,273000.0,525000.0,21.0,39.0
1573,Jawa Tengah,Perkotaan,Perempuan,32.0,Sarjana (S1),Tidak Bekerja,Menikah,2.0,750000.0,627000,115000.0,135000.0,70000.0,108000.0,7000.0,71000.0,21000.0,25000.0,,34000.0,19000.0,7000.0,71000.0,123000.0,16.4,89.2
1548,Bali,Perdesaan,Perempuan,17.0,SMA/SMK,Tidak Bekerja,Menikah,,500000.0,448000,52000.0,71000.0,35000.0,39000.0,28000.0,48000.0,10000.0,23000.0,16000.0,37000.0,14000.0,15000.0,,52000.0,10.3,59.3
1556,Jawa Tengah,Perkotaan,Perempuan,17.0,SD,Pelajar/Mahasiswa,Menikah,,850000.0,610000,102000.0,104000.0,49000.0,99000.0,4000.0,73000.0,20000.0,20000.0,33000.0,49000.0,18000.0,16000.0,,240000.0,28.2,30.1
788,DKI Jakarta,Perkotaan,Perempuan,35.0,SMA/SMK,Wiraswasta,Menikah,2.0,12600000.0,10867000,,1200000.0,551000.0,1201000.0,14000.0,1530000.0,621000.0,618000.0,474000.0,795000.0,608000.0,,0.0,1733000.0,13.8,72.2
1346,Jawa Tengah,Perkotaan,Laki-laki,17.0,SMA/SMK,Pelajar/Mahasiswa,Cerai/Janda/Duda,2.0,1000000.0,666000,116000.0,149000.0,72000.0,99000.0,41000.0,81000.0,14000.0,25000.0,18000.0,,13000.0,10000.0,,334000.0,33.4,65.8
1762,Jawa Tengah,Perkotaan,Perempuan,27.0,Sarjana (S1),PNS/ASN,,0.0,6550000.0,4793000,410000.0,400000.0,200000.0,368000.0,36000.0,804000.0,229000.0,323000.0,0.0,614000.0,261000.0,133000.0,0.0,1757000.0,26.8,80.8
1667,Sumatera Utara,Perdesaan,Laki-laki,34.0,Diploma,Buruh/Pekerja Harian,Menikah,4.0,1700000.0,1299000,132000.0,167000.0,98000.0,94000.0,66000.0,200000.0,49000.0,,42000.0,130000.0,58000.0,36000.0,0.0,401000.0,23.6,45.7
1194,Jawa Barat,Perkotaan,Perempuan,33.0,Sarjana (S1),Pelajar/Mahasiswa,Menikah,1.0,2650000.0,2039000,,273000.0,160000.0,193000.0,67000.0,309000.0,61000.0,76000.0,141000.0,172000.0,77000.0,44000.0,0.0,611000.0,23.1,55.1
695,Jawa Timur,Perkotaan,Laki-laki,33.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,7050000.0,6069000,553000.0,570000.0,311000.0,581000.0,150000.0,905000.0,342000.0,,559000.0,618000.0,282000.0,,,981000.0,13.9,66.8
930,Jawa Tengah,Perkotaan,Laki-laki,17.0,Diploma,,Menikah,0.0,2600000.0,2327000,363000.0,414000.0,174000.0,247000.0,,294000.0,86000.0,67000.0,,177000.0,78000.0,78000.0,0.0,273000.0,10.5,65.9
189,DI Yogyakarta,Perkotaan,Laki-laki,52.0,Diploma,Wiraswasta,Belum Menikah,0.0,7350000.0,4951000,391000.0,479000.0,,314000.0,189000.0,1134000.0,224000.0,175000.0,0.0,390000.0,230000.0,319000.0,0.0,2399000.0,32.6,57.9
135,Banten,Perdesaan,Perempuan,39.0,SMP,Pelajar/Mahasiswa,Cerai/Janda/Duda,1.0,500000.0,422000,,72000.0,39000.0,71000.0,23000.0,36000.0,13000.0,9000.0,14000.0,23000.0,12000.0,,0.0,,15.7,44.5
129,DKI Jakarta,Perkotaan,Perempuan,34.0,SD,,Menikah,2.0,1300000.0,868000,,155000.0,79000.0,163000.0,31000.0,93000.0,21000.0,,19000.0,36000.0,18000.0,9000.0,0.0,432000.0,33.2,65.8
756,Jawa Barat,Perkotaan,Laki-laki,44.0,SMA/SMK,PNS/ASN,Menikah,2.0,5650000.0,4056000,300000.0,406000.0,232000.0,369000.0,105000.0,860000.0,168000.0,294000.0,236000.0,368000.0,184000.0,97000.0,157000.0,1594000.0,28.2,56.3
1605,Jawa Tengah,Perdesaan,Perempuan,37.0,Sarjana (S1),Buruh/Pekerja Harian,Cerai/Janda/Duda,,2750000.0,1917000,255000.0,270000.0,117000.0,197000.0,87000.0,355000.0,91000.0,108000.0,,138000.0,77000.0,96000.0,376000.0,833000.0,30.3,67.4
325,Jawa Barat,Perdesaan,Perempuan,30.0,SD,Wiraswasta,Cerai/Janda/Duda,2.0,,1963000,250000.0,301000.0,135000.0,,3000.0,344000.0,95000.0,72000.0,128000.0,129000.0,55000.0,47000.0,0.0,837000.0,29.9,28.8
544,Jawa Barat,Perkotaan,Perempuan,54.0,Sarjana (S1),Buruh/Pekerja Harian,Belum Menikah,0.0,2200000.0,1549000,148000.0,234000.0,84000.0,135000.0,81000.0,218000.0,43000.0,59000.0,0.0,95000.0,47000.0,30000.0,,651000.0,29.6,81.6
1011,Banten,Perdesaan,Laki-laki,30.0,SMA/SMK,PNS/ASN,Menikah,2.0,,2258000,266000.0,377000.0,,228000.0,14000.0,246000.0,68000.0,70000.0,63000.0,123000.0,83000.0,56000.0,306000.0,592000.0,,33.4
1299,Jawa Timur,Perdesaan,Perempuan,25.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,6900000.0,5536000,,543000.0,293000.0,542000.0,243000.0,1161000.0,325000.0,235000.0,0.0,642000.0,204000.0,153000.0,0.0,1364000.0,19.8,47.8
185,Jawa Tengah,Perkotaan,Laki-laki,26.0,SD,Karyawan Swasta,Menikah,4.0,3150000.0,2149000,219000.0,249000.0,113000.0,212000.0,75000.0,276000.0,,153000.0,94000.0,135000.0,76000.0,42000.0,0.0,1001000.0,31.8,37.8
52,DI Yogyakarta,Perkotaan,Perempuan,28.0,Diploma,Karyawan Swasta,Cerai/Janda/Duda,3.0,3100000.0,2075000,185000.0,,125000.0,255000.0,79000.0,363000.0,83000.0,86000.0,102000.0,232000.0,61000.0,106000.0,272000.0,,33.1,69.5
197,Jawa Tengah,Perdesaan,Perempuan,39.0,Diploma,Wiraswasta,Belum Menikah,0.0,3950000.0,3232000,367000.0,422000.0,201000.0,283000.0,88000.0,418000.0,164000.0,115000.0,0.0,198000.0,131000.0,139000.0,,718000.0,18.2,63.0
1274,Banten,Perdesaan,Laki-laki,36.0,SD,Karyawan Swasta,Cerai/Janda/Duda,2.0,2200000.0,1857000,205000.0,273000.0,130000.0,185000.0,42000.0,193000.0,55000.0,67000.0,118000.0,108000.0,61000.0,,263000.0,293000.0,13.6,46.6
1612,Jawa Tengah,Perdesaan,Perempuan,43.0,Diploma,Karyawan Swasta,Menikah,2.0,3750000.0,3100000,307000.0,385000.0,128000.0,,83000.0,508000.0,171000.0,133000.0,257000.0,260000.0,157000.0,67000.0,0.0,650000.0,17.3,55.8
1897,Jawa Tengah,Perdesaan,Perempuan,24.0,SMA/SMK,,Menikah,2.0,4400000.0,4034000,394000.0,459000.0,230000.0,387000.0,17000.0,752000.0,167000.0,185000.0,272000.0,416000.0,233000.0,99000.0,0.0,366000.0,8.3,66.6
1804,Kalimantan Timur,Perkotaan,Laki-laki,18.0,Diploma,Buruh/Pekerja Harian,Belum Menikah,0.0,,2782000,322000.0,456000.0,164000.0,,12000.0,326000.0,137000.0,165000.0,0.0,225000.0,98000.0,90000.0,129000.0,,8.8,81.5
240,DKI Jakarta,Perkotaan,Perempuan,36.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,1.0,5300000.0,4527000,459000.0,465000.0,183000.0,299000.0,89000.0,925000.0,223000.0,289000.0,263000.0,371000.0,151000.0,249000.0,,773000.0,14.6,60.6
388,Jawa Barat,Perdesaan,Perempuan,29.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,3100000.0,2582000,,345000.0,186000.0,168000.0,2000.0,,98000.0,103000.0,0.0,202000.0,96000.0,100000.0,0.0,518000.0,16.7,48.8
1862,DI Yogyakarta,Perkotaan,Laki-laki,24.0,SMP,Buruh/Pekerja Harian,Belum Menikah,0.0,3750000.0,2558000,228000.0,265000.0,145000.0,281000.0,1000.0,539000.0,115000.0,155000.0,0.0,297000.0,126000.0,59000.0,0.0,1192000.0,31.8,33.1
1488,Bali,Perkotaan,Perempuan,33.0,SD,Karyawan Swasta,Menikah,3.0,4400000.0,3057000,349000.0,422000.0,126000.0,282000.0,38000.0,600000.0,124000.0,185000.0,192000.0,285000.0,172000.0,116000.0,320000.0,1343000.0,30.5,57.1
1272,Jawa Barat,Perkotaan,Laki-laki,29.0,Sarjana (S1),PNS/ASN,Belum Menikah,0.0,5950000.0,4458000,561000.0,600000.0,347000.0,600000.0,199000.0,769000.0,130000.0,270000.0,0.0,382000.0,220000.0,183000.0,0.0,1492000.0,25.1,79.3
255,Jawa Timur,Perkotaan,Laki-laki,42.0,Sarjana (S1),Tidak Bekerja,Menikah,0.0,2000000.0,1757000,271000.0,292000.0,115000.0,268000.0,85000.0,273000.0,45000.0,52000.0,0.0,95000.0,,34000.0,0.0,243000.0,12.2,64.6
1519,Nusa Tenggara Barat,Perkotaan,Laki-laki,25.0,SD,Wiraswasta,Menikah,0.0,3450000.0,2736000,253000.0,,126000.0,210000.0,21000.0,353000.0,152000.0,113000.0,,279000.0,116000.0,121000.0,583000.0,714000.0,20.7,20.1
1002,Jawa Tengah,Perdesaan,Laki-laki,23.0,Tidak Sekolah,Pelajar/Mahasiswa,Belum Menikah,0.0,500000.0,436000,59000.0,89000.0,37000.0,54000.0,21000.0,43000.0,11000.0,,0.0,22000.0,10000.0,15000.0,50000.0,64000.0,12.8,44.3
1724,Jawa Tengah,Perkotaan,Laki-laki,70.0,SD,Buruh/Pekerja Harian,Belum Menikah,0.0,2350000.0,1888000,253000.0,219000.0,106000.0,136000.0,,223000.0,76000.0,103000.0,,120000.0,90000.0,35000.0,0.0,462000.0,19.7,56.1
1531,Jawa Barat,Perkotaan,Perempuan,39.0,Sarjana (S1),Wiraswasta,Belum Menikah,0.0,11250000.0,9520000,824000.0,912000.0,,629000.0,377000.0,1818000.0,399000.0,,0.0,1060000.0,527000.0,444000.0,1359000.0,1730000.0,,76.3
1630,Jawa Barat,Perdesaan,Perempuan,27.0,SMP,Karyawan Swasta,Belum Menikah,0.0,1650000.0,1416000,160000.0,269000.0,85000.0,198000.0,14000.0,130000.0,54000.0,51000.0,0.0,99000.0,44000.0,21000.0,271000.0,234000.0,14.2,
638,Jawa Barat,Perkotaan,Laki-laki,17.0,SMA/SMK,Pelajar/Mahasiswa,Belum Menikah,0.0,1700000.0,1303000,177000.0,244000.0,124000.0,134000.0,17000.0,160000.0,55000.0,42000.0,0.0,96000.0,50000.0,49000.0,137000.0,397000.0,23.4,64.6
1320,Sumatera Utara,Perkotaan,Laki-laki,,SMA/SMK,Buruh/Pekerja Harian,Menikah,4.0,2250000.0,1776000,196000.0,241000.0,95000.0,255000.0,105000.0,186000.0,52000.0,48000.0,118000.0,168000.0,54000.0,44000.0,0.0,474000.0,21.1,51.7
799,Sulawesi Selatan,Perdesaan,Perempuan,,SMA/SMK,PNS/ASN,Menikah,2.0,2800000.0,1897000,218000.0,270000.0,,236000.0,97000.0,255000.0,69000.0,85000.0,73000.0,,57000.0,70000.0,,903000.0,32.3,53.1
1778,Jawa Timur,Perkotaan,Perempuan,30.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,5450000.0,4933000,513000.0,568000.0,225000.0,629000.0,196000.0,945000.0,238000.0,207000.0,0.0,314000.0,270000.0,180000.0,0.0,517000.0,9.5,63.2
528,DKI Jakarta,Perkotaan,Laki-laki,26.0,SMA/SMK,Wiraswasta,Menikah,2.0,,5535000,502000.0,466000.0,180000.0,511000.0,111000.0,1059000.0,336000.0,272000.0,,743000.0,315000.0,154000.0,0.0,565000.0,9.3,53.1
1784,Banten,Perdesaan,Perempuan,53.0,SD,Wiraswasta,Menikah,3.0,1300000.0,1011000,150000.0,225000.0,72000.0,101000.0,11000.0,78000.0,27000.0,33000.0,33000.0,42000.0,20000.0,22000.0,79000.0,289000.0,22.2,39.9
1023,Banten,Perkotaan,Laki-laki,17.0,SMP,Karyawan Swasta,Menikah,3.0,5300000.0,3782000,453000.0,585000.0,231000.0,505000.0,189000.0,472000.0,,128000.0,142000.0,389000.0,197000.0,69000.0,598000.0,1518000.0,28.6,63.8
1395,Sumatera Utara,Perkotaan,Perempuan,23.0,SMA/SMK,Wiraswasta,Cerai/Janda/Duda,1.0,2950000.0,2121000,290000.0,363000.0,152000.0,359000.0,105000.0,248000.0,80000.0,75000.0,47000.0,141000.0,,90000.0,0.0,829000.0,28.1,46.5
481,Banten,Perkotaan,Perempuan,31.0,Sarjana (S1),Karyawan Swasta,Menikah,4.0,8700000.0,7902000,708000.0,787000.0,348000.0,680000.0,288000.0,1086000.0,405000.0,355000.0,411000.0,811000.0,358000.0,424000.0,0.0,798000.0,9.2,76.4
975,Jawa Tengah,Perdesaan,Perempuan,39.0,Diploma,Tidak Bekerja,Menikah,2.0,1150000.0,922000,168000.0,166000.0,68000.0,127000.0,,94000.0,,32000.0,46000.0,40000.0,32000.0,25000.0,0.0,228000.0,19.8,63.3
965,DI Yogyakarta,Perkotaan,Laki-laki,29.0,SMA/SMK,Tidak Bekerja,Menikah,3.0,1000000.0,828000,131000.0,145000.0,,91000.0,,117000.0,29000.0,18000.0,30000.0,66000.0,18000.0,11000.0,0.0,172000.0,17.2,91.1
465,Jawa Barat,Perkotaan,Perempuan,43.0,Tidak Sekolah,,Menikah,1.0,2500000.0,2007000,225000.0,,142000.0,193000.0,103000.0,242000.0,51000.0,78000.0,55000.0,104000.0,57000.0,83000.0,413000.0,493000.0,19.7,30.0
803,Jawa Barat,Perkotaan,Perempuan,53.0,SMA/SMK,Karyawan Swasta,Menikah,,8050000.0,6291000,383000.0,454000.0,270000.0,393000.0,44000.0,1131000.0,,502000.0,,670000.0,,259000.0,0.0,1759000.0,21.9,76.5
1222,Jawa Barat,Perdesaan,Laki-laki,48.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,0.0,1750000.0,1523000,202000.0,272000.0,136000.0,175000.0,30000.0,213000.0,61000.0,62000.0,0.0,134000.0,43000.0,39000.0,86000.0,227000.0,13.0,50.4
1656,Bali,Perdesaan,Perempuan,46.0,Diploma,Karyawan Swasta,Menikah,1.0,1550000.0,1137000,161000.0,184000.0,80000.0,141000.0,67000.0,149000.0,,50000.0,82000.0,78000.0,57000.0,29000.0,0.0,413000.0,26.6,
1913,DKI Jakarta,Perkotaan,Laki-laki,30.0,SMA/SMK,Wiraswasta,Menikah,1.0,13350000.0,9552000,,762000.0,450000.0,552000.0,217000.0,2335000.0,548000.0,457000.0,908000.0,691000.0,429000.0,390000.0,0.0,3798000.0,28.5,71.7
953,Jawa Barat,Perkotaan,Laki-laki,34.0,Sarjana (S1),Wiraswasta,Menikah,0.0,13450000.0,10327000,781000.0,793000.0,478000.0,608000.0,291000.0,1580000.0,618000.0,519000.0,0.0,1321000.0,516000.0,563000.0,55000.0,3123000.0,23.2,53.5
1462,Sulawesi Selatan,Perkotaan,Laki-laki,24.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,3350000.0,2818000,308000.0,380000.0,144000.0,328000.0,64000.0,566000.0,83000.0,125000.0,111000.0,253000.0,101000.0,133000.0,141000.0,,15.9,77.8
862,Jawa Timur,Perkotaan,Laki-laki,31.0,SMP,Karyawan Swasta,Menikah,2.0,,1948000,321000.0,326000.0,139000.0,286000.0,115000.0,218000.0,60000.0,68000.0,121000.0,144000.0,53000.0,37000.0,0.0,852000.0,30.4,43.1
583,DI Yogyakarta,Perdesaan,Laki-laki,50.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,,1000000.0,904000,158000.0,168000.0,81000.0,162000.0,48000.0,66000.0,15000.0,28000.0,22000.0,44000.0,25000.0,20000.0,0.0,96000.0,9.6,46.1
121,Jawa Tengah,Perkotaan,Perempuan,31.0,Sarjana (S1),PNS/ASN,Menikah,1.0,3550000.0,3244000,298000.0,356000.0,,233000.0,127000.0,615000.0,131000.0,124000.0,171000.0,315000.0,92000.0,130000.0,453000.0,306000.0,8.6,79.4
1952,Jawa Barat,Perdesaan,Laki-laki,49.0,Tidak Sekolah,Karyawan Swasta,Belum Menikah,0.0,,462000,,88000.0,32000.0,39000.0,20000.0,48000.0,16000.0,12000.0,0.0,41000.0,20000.0,16000.0,,188000.0,29.0,41.9
603,Jawa Timur,Perkotaan,Laki-laki,30.0,Tidak Sekolah,Karyawan Swasta,,4.0,4050000.0,3031000,391000.0,421000.0,223000.0,353000.0,61000.0,462000.0,101000.0,120000.0,217000.0,322000.0,146000.0,106000.0,0.0,1019000.0,25.2,42.8
487,DKI Jakarta,Perdesaan,Perempuan,25.0,,Karyawan Swasta,Belum Menikah,0.0,5350000.0,4639000,464000.0,596000.0,233000.0,339000.0,,757000.0,196000.0,263000.0,0.0,467000.0,229000.0,79000.0,0.0,711000.0,13.3,38.3
57,Banten,Perkotaan,Perempuan,48.0,SMP,Buruh/Pekerja Harian,Menikah,2.0,3950000.0,3269000,357000.0,303000.0,212000.0,251000.0,,660000.0,163000.0,211000.0,287000.0,292000.0,138000.0,160000.0,602000.0,681000.0,17.2,41.1
252,DKI Jakarta,Perkotaan,Laki-laki,38.0,SD,Pelajar/Mahasiswa,,1.0,3200000.0,2842000,338000.0,440000.0,195000.0,313000.0,,328000.0,115000.0,103000.0,78000.0,258000.0,77000.0,107000.0,620000.0,358000.0,11.2,52.5
1456,Sumatera Utara,Perdesaan,Laki-laki,37.0,SMP,,Cerai/Janda/Duda,1.0,850000.0,588000,93000.0,89000.0,46000.0,,12000.0,80000.0,23000.0,25000.0,35000.0,36000.0,19000.0,21000.0,,262000.0,30.9,35.6
614,Jawa Tengah,Perkotaan,Laki-laki,,Sarjana (S1),Pelajar/Mahasiswa,Menikah,4.0,1600000.0,1083000,168000.0,173000.0,82000.0,155000.0,33000.0,108000.0,,34000.0,66000.0,82000.0,33000.0,20000.0,50000.0,517000.0,32.3,70.8
606,Jawa Barat,Perkotaan,Perempuan,37.0,SMA/SMK,Tidak Bekerja,Belum Menikah,0.0,1350000.0,1118000,194000.0,225000.0,121000.0,145000.0,17000.0,,24000.0,30000.0,0.0,51000.0,30000.0,16000.0,0.0,232000.0,17.2,43.2
515,Kalimantan Timur,Perdesaan,Laki-laki,34.0,SMP,Buruh/Pekerja Harian,Menikah,2.0,1200000.0,1098000,188000.0,229000.0,91000.0,125000.0,33000.0,130000.0,24000.0,29000.0,23000.0,61000.0,39000.0,,224000.0,102000.0,8.5,49.0
1088,Jawa Barat,Perkotaan,Perempuan,39.0,SMA/SMK,Tidak Bekerja,Menikah,1.0,2350000.0,1741000,,337000.0,128000.0,220000.0,108000.0,240000.0,47000.0,55000.0,64000.0,144000.0,75000.0,63000.0,0.0,609000.0,25.9,54.1
1861,Kalimantan Timur,Perdesaan,Perempuan,39.0,SD,Wiraswasta,Menikah,4.0,4500000.0,3005000,283000.0,427000.0,221000.0,324000.0,9000.0,,130000.0,210000.0,240000.0,339000.0,142000.0,158000.0,0.0,1545000.0,34.0,48.3
531,Sumatera Utara,Perkotaan,Perempuan,36.0,SMA/SMK,Wiraswasta,Menikah,2.0,13350000.0,11270000,1018000.0,1164000.0,596000.0,838000.0,112000.0,1485000.0,,,1092000.0,1010000.0,517000.0,327000.0,0.0,2080000.0,15.6,48.8
333,Jawa Timur,Perkotaan,Laki-laki,31.0,SMA/SMK,Pelajar/Mahasiswa,Belum Menikah,0.0,1500000.0,1378000,,212000.0,100000.0,170000.0,30000.0,141000.0,,35000.0,0.0,101000.0,29000.0,,86000.0,122000.0,8.2,63.9
910,Kalimantan Timur,Perdesaan,Laki-laki,42.0,SMA/SMK,PNS/ASN,Belum Menikah,0.0,6850000.0,6103000,464000.0,685000.0,246000.0,408000.0,244000.0,1054000.0,338000.0,209000.0,0.0,544000.0,321000.0,151000.0,0.0,747000.0,10.9,48.3
299,Jawa Barat,Perdesaan,Perempuan,48.0,SMA/SMK,Karyawan Swasta,Menikah,2.0,2500000.0,2226000,290000.0,405000.0,190000.0,266000.0,86000.0,258000.0,,,56000.0,137000.0,84000.0,35000.0,0.0,274000.0,11.0,29.1
1209,Bali,Perkotaan,Perempuan,32.0,Sarjana (S1),Wiraswasta,Cerai/Janda/Duda,1.0,9300000.0,8512000,813000.0,1016000.0,553000.0,607000.0,343000.0,,449000.0,289000.0,658000.0,681000.0,469000.0,341000.0,0.0,788000.0,8.5,84.0
887,Jawa Barat,Perdesaan,Perempuan,17.0,SMA/SMK,Karyawan Swasta,Menikah,0.0,1500000.0,1244000,124000.0,205000.0,100000.0,144000.0,58000.0,218000.0,41000.0,72000.0,0.0,78000.0,46000.0,45000.0,9000.0,256000.0,17.1,62.2
1469,Jawa Barat,Perkotaan,Perempuan,43.0,SMA/SMK,Tidak Bekerja,Menikah,3.0,,1579000,186000.0,,82000.0,143000.0,,211000.0,59000.0,42000.0,,118000.0,46000.0,,320000.0,621000.0,28.2,56.4
1755,Nusa Tenggara Barat,Perkotaan,Perempuan,18.0,SD,Karyawan Swasta,Menikah,1.0,1000000.0,690000,,145000.0,75000.0,127000.0,35000.0,82000.0,24000.0,25000.0,22000.0,30000.0,16000.0,23000.0,91000.0,310000.0,31.0,45.8
1133,Sumatera Utara,Perdesaan,Laki-laki,35.0,SMA/SMK,Tidak Bekerja,Menikah,2.0,750000.0,491000,77000.0,86000.0,54000.0,,17000.0,62000.0,17000.0,18000.0,20000.0,23000.0,12000.0,7000.0,49000.0,259000.0,34.5,38.6
1834,Jawa Tengah,Perdesaan,Laki-laki,32.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,,889000,137000.0,181000.0,65000.0,159000.0,51000.0,91000.0,18000.0,31000.0,16000.0,,21000.0,12000.0,0.0,311000.0,25.9,51.1
1300,Banten,Perdesaan,Laki-laki,28.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,2650000.0,1926000,289000.0,353000.0,111000.0,155000.0,96000.0,208000.0,,71000.0,0.0,175000.0,76000.0,30000.0,,724000.0,27.3,40.3
1305,DKI Jakarta,Perkotaan,Perempuan,36.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,,5334000,387000.0,447000.0,,424000.0,30000.0,1035000.0,,423000.0,0.0,674000.0,322000.0,159000.0,0.0,1766000.0,24.9,
45,Sumatera Utara,Perdesaan,Perempuan,47.0,Diploma,Karyawan Swasta,Menikah,3.0,5000000.0,4365000,329000.0,438000.0,246000.0,269000.0,152000.0,916000.0,213000.0,142000.0,222000.0,456000.0,279000.0,209000.0,0.0,635000.0,12.7,65.4
533,Sumatera Selatan,Perkotaan,Laki-laki,27.0,SMA/SMK,Karyawan Swasta,Cerai/Janda/Duda,0.0,4700000.0,3219000,360000.0,392000.0,195000.0,275000.0,70000.0,432000.0,156000.0,,0.0,,179000.0,118000.0,0.0,1481000.0,31.5,53.2
1774,Sumatera Utara,Perdesaan,Laki-laki,46.0,SMA/SMK,,Menikah,0.0,1900000.0,1637000,163000.0,251000.0,138000.0,,68000.0,269000.0,51000.0,76000.0,0.0,,53000.0,,,263000.0,13.9,55.8
1849,Jawa Barat,Perdesaan,Perempuan,40.0,SMP,Tidak Bekerja,Belum Menikah,0.0,550000.0,431000,69000.0,73000.0,45000.0,74000.0,25000.0,37000.0,9000.0,14000.0,0.0,30000.0,10000.0,13000.0,80000.0,,21.6,61.2
